year	cid	CODE	COUNTRY	Y	K	KBC30	LWDI	secondary	EGC	mlines	troads	cells	proads	rails
1979	83	CHE	Switzerland	143872559854.90000	438907545539.35100	458242732618.08100	3048480.00000	0.94770	13560.00000	2755000.00000	63081.00000	0.00000	63081.00000	3169.00000
1980	83	CHE	Switzerland	151973010702.25300	455527050977.34700	473702126831.35200	3033120.00000	1.00830	13990.00000	2838999.00000	64029.00000	0.00000	64029.00000	3178.00000
1981	83	CHE	Switzerland	153183518589.45700	468292355696.80000	485376926999.56500	3113460.00000	1.06110	14100.00000	2925001.00000	65054.00000	0.00000	65054.00000	3187.00000
1982	83	CHE	Switzerland	150902669404.36700	478397748523.40100	494457245548.00000	3131590.00000	1.11450	14110.00000	3010001.00000	66662.00000	0.00000	66662.00000	3191.00000
1983	83	CHE	Switzerland	152380352232.76200	488964970077.11100	504060897280.23400	3209500.00000	1.16550	14110.00000	3095058.00000	68784.00000	0.00000	68784.00000	3196.00000
1984	83	CHE	Switzerland	157622904869.82100	502130112332.40300	516320283903.33900	3221000.00000	1.21590	15070.00000	3184402.00000	70820.00000	0.00000	70820.00000	3221.00000
1985	83	CHE	Switzerland	162598258864.26500	515207334372.71800	528546095649.39800	3299700.00000	1.26700	15070.00000	3277027.00000	70578.00000	0.00000	70578.00000	3231.00000
1986	83	CHE	Switzerland	166337333693.90800	531309200262.34900	543847635862.42800	3317040.00000	1.32110	15210.00000	3381493.00000	70642.00000	0.00000	70642.00000	3231.00000
1987	83	CHE	Switzerland	168877412497.15200	548625985095.20900	560412114559.28300	3403400.00000	1.37600	15210.00000	3499610.00000	71018.00000	5480.00000	71018.00000	3235.00000
1988	83	CHE	Switzerland	174123449593.98100	566860640121.79700	577939601818.02700	3415880.00000	1.43160	15250.00000	3632766.00000	71055.00000	30800.00000	71055.00000	3235.00000
1989	83	CHE	Switzerland	181360301773.52300	587422981079.02500	597837205073.48100	3522910.00000	1.48780	15260.00000	3784507.00000	71099.00000	72700.00000	71099.00000	3239.00000
1990	83	CHE	Switzerland	188042115950.65200	611141546552.10800	620930917106.89700	3557360.00000	1.54260	15320.00000	3849958.50000	71099.00000	125000.00000	71099.00000	3223.00000
1991	83	CHE	Switzerland	185621609984.01800	628626164991.62200	637828173313.12300	3604000.00000	1.59880	15420.00000	3967036.25000	71106.00000	175000.00000	71106.00000	3229.00000
1992	83	CHE	Switzerland	184723063749.95800	639758767862.87900	648408655685.09000	3643750.00000	1.65410	15433.00000	4041998.25000	71118.00000	215000.00000	71118.00000	3230.00000
1993	83	CHE	Switzerland	184239803370.49500	649657171441.88300	657788065994.76100	3677140.00000	1.71958	15588.00000	4085999.75000	71134.00000	258000.00000	71134.00000	3228.00000
1994	83	CHE	Switzerland	186945858824.92000	662936742756.78600	670579783636.49200	3706820.00000	1.78620	15712.00000	4039884.50000	71027.00000	332000.00000	71027.00000	3228.00000
1995	83	CHE	Switzerland	187971794362.09400	677605211550.95300	684789669977.87700	3731730.00000	1.85430	15791.00000	4466454.50000	71055.00000	447000.00000	71055.00000	3232.00000
1996	83	CHE	Switzerland	188467528563.37100	690238229734.37800	696991620655.68700	3819960.00000	1.92409	16047.00000	4566258.50000	71117.00000	663000.00000	71117.00000	3234.00000
1997	83	CHE	Switzerland	191520277782.82100	701107012021.02700	707455199487.05700	3827520.00000	1.99575	16021.00000	4682408.00000	71048.00000	1040000.00000	71048.00000	3184.00000
1998	83	CHE	Switzerland	197940170761.21900	717131937644.48600	723099233862.55400	3844414.25000	2.00932	16091.00000	4884000.00000	71059.00000	1698565.00000	71059.00000	3155.00000
1999	83	CHE	Switzerland	199713705043.12900	729303878941.25900	734913137386.24300	3866390.00000	2.02298	16235.00000	5066000.00000	71115.00000	3057509.00000	71115.00000	3143.00000
2000	83	CHE	Switzerland	206647614407.89700	741449928532.88000	746722631471.16500	3893837.25000	2.03673	17228.00000	5235733.00000	71011.00000	4638519.00000	71011.00000	3216.00000
1960	84	SYR	Syrian Arab Republic	3795399888.53099	1938631960.01501	2240924458.61664	1459520.00000	0.12790	119.00000	38885.00000	7695.00000	0.00000	1096.98560	844.00000
1961	84	SYR	Syrian Arab Republic	3968090375.57804	2136372885.70460	2420527834.39013	1507990.00000	0.13900	138.00000	41976.00000	7786.00000	0.00000	1279.38831	844.00000
1962	84	SYR	Syrian Arab Republic	5252576765.85717	2436553458.27864	2703659110.04304	1507160.00000	0.15310	186.00000	45313.00000	7809.00000	0.00000	1440.27527	844.00000
1963	84	SYR	Syrian Arab Republic	4654046179.78496	2639931048.55806	2891010361.21659	1553720.00000	0.17070	221.00000	48914.00000	7885.00000	0.00000	1591.84937	844.00000
1964	84	SYR	Syrian Arab Republic	5779492460.47671	2876605674.86659	3112620228.76561	1601350.00000	0.19090	208.00000	52803.00000	7934.00000	0.00000	1791.59326	844.00000
1965	84	SYR	Syrian Arab Republic	5905588480.12634	3039153401.08282	3261007081.74791	1597500.00000	0.21360	243.00000	57000.00000	8092.00000	0.00000	2052.99438	844.00000
1966	84	SYR	Syrian Arab Republic	5293779903.57592	3261862423.46285	3470404883.28802	1647550.00000	0.23350	241.00000	62000.00000	8490.00000	0.00000	2153.82959	844.00000
1967	84	SYR	Syrian Arab Republic	5818367791.28641	3456782173.21719	3652812085.45286	1700290.00000	0.25370	254.00000	66000.00000	8990.00000	0.00000	2280.67676	992.00000
1968	84	SYR	Syrian Arab Republic	6022689353.52071	3729896372.06149	3914164489.56302	1697480.00000	0.27430	250.00000	70000.00000	9700.00000	0.00000	2429.68164	1033.00000
1969	84	SYR	Syrian Arab Republic	7103313687.85829	4117574049.91084	4290786080.36228	1754420.00000	0.29470	302.00000	75000.00000	10532.00000	0.00000	2671.81494	1040.00000
1970	84	SYR	Syrian Arab Republic	6639122888.86413	4296663056.57589	4459482365.20024	1814530.00000	0.31450	341.00000	79792.00000	11687.00000	0.00000	3062.31104	1040.00000
1971	84	SYR	Syrian Arab Republic	7330072616.31924	4536030631.10298	4689080781.20987	1880880.00000	0.33560	336.00000	88000.00000	11709.00000	0.00000	3260.77026	1259.00000
1972	84	SYR	Syrian Arab Republic	9216623514.95793	4892921741.84129	5036788882.94176	1948810.00000	0.36140	354.00000	99000.00000	12356.00000	0.00000	3338.80518	1333.00000
1973	84	SYR	Syrian Arab Republic	8808526812.88675	5195232560.85473	5330467673.48917	2017690.00000	0.39070	437.00000	109000.00000	13095.00000	0.00000	3600.52759	1419.00000
1974	84	SYR	Syrian Arab Republic	10350873668.61650	5697501732.07701	5824622737.95339	2087140.00000	0.42280	438.00000	117000.00000	13591.00000	0.00000	3887.29810	1368.00000
1975	84	SYR	Syrian Arab Republic	12237434071.81330	6494825980.84910	6614319726.37290	2157020.00000	0.45630	684.00000	128000.00000	14655.00000	0.00000	3930.65088	1327.00000
1976	84	SYR	Syrian Arab Republic	13304685827.15470	7602222136.36346	7714546257.15583	2226830.00000	0.49050	842.00000	137000.00000	15398.00000	0.00000	4520.24854	1331.00000
1977	84	SYR	Syrian Arab Republic	12021849805.17030	8890753146.17742	8996337819.72225	2295750.00000	0.52400	940.00000	151000.00000	16245.00000	0.00000	4858.07910	1331.00000
1978	84	SYR	Syrian Arab Republic	14097941283.00180	9867459390.74411	9966708983.87625	2366070.00000	0.55740	1084.00000	169000.00000	17156.00000	0.00000	5064.56641	1483.00000
1979	84	SYR	Syrian Arab Republic	15165664262.62970	10800415744.57870	10893710362.12290	2357290.00000	0.59420	1084.00000	191000.00000	18118.00000	0.00000	5280.04590	1530.00000
1980	84	SYR	Syrian Arab Republic	16670231075.67220	12051498636.55760	12139195577.04920	2437120.00000	0.63390	1112.00000	239824.00000	19868.00000	0.00000	5504.51660	1545.00000
1981	84	SYR	Syrian Arab Republic	18690703132.87420	13266155347.89730	13348590471.95940	2518880.00000	0.67860	1104.00000	305000.00000	20259.00000	0.00000	6111.45557	1555.00000
1982	84	SYR	Syrian Arab Republic	19710223408.61210	14462205643.07610	14539694659.69450	2614020.00000	0.72240	1808.00000	335000.00000	21340.00000	0.00000	6607.92480	1617.00000
1983	84	SYR	Syrian Arab Republic	20136066221.18850	15702632644.75630	15775472320.37760	2709720.00000	0.76550	1967.00000	366000.00000	22551.00000	0.00000	6750.18652	1677.00000
1984	84	SYR	Syrian Arab Republic	19682063314.33540	16892308662.41320	16960777957.49720	2809180.00000	0.80870	2834.00000	416000.00000	23801.00000	0.00000	6868.04150	1684.00000
1985	84	SYR	Syrian Arab Republic	19564194453.08670	18114013142.71380	18178374280.09270	2911160.00000	0.85450	2918.00000	440000.00000	26652.00000	0.00000	6988.14502	2142.00000
1986	84	SYR	Syrian Arab Republic	18704046245.36620	19007801343.40000	19068300812.53620	2983120.00000	0.89950	2918.00000	455000.00000	28104.00000	0.00000	7110.17480	2247.00000
1987	84	SYR	Syrian Arab Republic	18533957889.19610	19201935036.03650	19258804537.02450	3071320.00000	0.94680	3024.00000	466000.00000	28159.00000	0.00000	7234.13184	2277.00000
1988	84	SYR	Syrian Arab Republic	21239089798.03380	19330594411.85980	19384051742.78850	3174640.00000	0.99550	3230.00000	478000.00000	28823.00000	0.00000	7312.16650	2333.00000
1989	84	SYR	Syrian Arab Republic	18361937574.75730	19335132126.39250	19385382017.46550	3281320.00000	1.04290	3230.00000	489000.00000	29732.00000	0.00000	7447.36279	2387.00000
1990	84	SYR	Syrian Arab Republic	18825402121.86650	19477943984.99690	19525178882.60550	3392480.00000	1.08730	3258.00000	487034.12500	33213.00000	0.00000	7745.37305	2387.00000
1991	84	SYR	Syrian Arab Republic	20671470477.52510	19660140624.44970	19704541428.20180	3504120.00000	1.12230	3545.00000	491909.96875	33719.00000	0.00000	7806.06689	2398.00000
1992	84	SYR	Syrian Arab Republic	22307521969.71480	20271232867.65400	20312969623.18100	3745170.00000	1.15490	3592.00000	501313.06250	36057.00000	0.00000	8221.12012	2408.00000
1993	84	SYR	Syrian Arab Republic	23456887427.92700	20871271420.95170	20910503971.14710	3861160.00000	1.21017	3618.00000	551199.68750	36665.00000	0.00000	8477.48926	1525.00000
1994	84	SYR	Syrian Arab Republic	24510634978.66270	21811295049.27930	21848173646.46300	3977000.00000	1.26528	3735.00000	681550.62500	35375.00000	0.00000	8664.54199	1525.00000
1995	84	SYR	Syrian Arab Republic	26367336907.94440	22694551602.35870	22729217483.71140	4233600.00000	1.32058	4201.00000	953188.56250	37059.00000	0.00000	8947.53906	1525.00000
1996	84	SYR	Syrian Arab Republic	29034306566.70460	23518361518.12360	23550947446.59510	4351800.00000	1.37639	4330.00000	1189812.62500	40480.00000	0.00000	9310.56836	1525.00000
1997	84	SYR	Syrian Arab Republic	30765740836.76080	24182941096.72860	24213571869.49180	4617380.00000	1.43313	4530.00000	1307649.37500	41451.00000	0.00000	9575.18066	1525.00000
1998	84	SYR	Syrian Arab Republic	32822926654.68650	24874522056.87690	24903314983.27430	4806179.00000	1.46810	4580.00000	1477000.00000	41792.00000	0.00000	9486.78418	1525.00000
1999	84	SYR	Syrian Arab Republic	31692016100.83630	25468819262.80720	25495884613.62070	5001025.00000	1.50392	4710.00000	1600355.00000	43381.00000	4000.00000	9196.77246	1525.00000
2000	84	SYR	Syrian Arab Republic	32625794999.07100	25979126542.17530	26004567971.94010	5200103.00000	1.54062	5050.00000	1675246.00000	43381.00000	30000.00000	9153.39063	1771.00000
1960	85	TZA	Tanzania	5151144115.83837	592737265.43801	822614714.68553	5612750.00000	0.00920	44.00000	7143.50000	33721.42188	0.00000	1032.00000	4460.00000
1961	85	TZA	Tanzania	4776906675.14754	666915430.87574	883000233.16841	5772730.00000	0.01030	47.00000	7550.63135	34527.53125	0.00000	1190.00000	4460.00000
1962	85	TZA	Tanzania	5380336235.05064	730440075.00576	933559789.16087	5938810.00000	0.01160	49.00000	7980.96631	35389.00000	0.00000	1315.00000	4460.00000
1963	85	TZA	Tanzania	5566323321.15502	785858972.60851	976791503.91432	6111520.00000	0.01300	49.00000	8435.82813	35988.00000	0.00000	1416.00000	4460.00000
1964	85	TZA	Tanzania	6531363266.22602	891153943.97288	1070630523.40033	6177220.00000	0.01440	70.00000	8916.61328	36756.00000	0.00000	1795.00000	4460.00000
1965	85	TZA	Tanzania	6615726532.58876	1015896824.33214	1184604808.99395	6361740.00000	0.01530	71.00000	9424.79980	37839.00000	0.00000	2276.00000	4460.00000
1966	85	TZA	Tanzania	7016172870.54419	1154865041.70491	1313450547.28701	6553810.00000	0.01660	72.00000	10156.02539	38127.00000	0.00000	2628.00000	4460.00000
1967	85	TZA	Tanzania	7375293583.61543	1319610738.63325	1468681113.88042	6753290.00000	0.01820	79.00000	10943.98340	38952.00000	0.00000	2454.00000	4460.00000
1968	85	TZA	Tanzania	8025597628.86389	1498090167.08293	1638216319.81527	6960090.00000	0.02010	92.00000	11793.07520	39676.00000	0.00000	2773.00000	4460.00000
1969	85	TZA	Tanzania	8226296788.37281	1640095222.54886	1771813806.11726	7174000.00000	0.02240	102.00000	12708.04297	40528.00000	0.00000	2962.00000	4460.00000
1970	85	TZA	Tanzania	7967183251.15914	1882845235.17534	2006660703.72964	7257820.00000	0.02480	120.00000	13694.00000	41297.00000	0.00000	3318.00000	4460.00000
1971	85	TZA	Tanzania	7977249079.39358	2177354575.05255	2293741115.49359	7477560.00000	0.02720	124.00000	15688.93555	42615.00000	0.00000	3559.00000	4460.00000
1972	85	TZA	Tanzania	8575600486.24649	2467896249.24779	2577299597.26237	7702570.00000	0.02940	131.00000	17974.49219	42973.00000	0.00000	3538.00000	4460.00000
1973	85	TZA	Tanzania	8743044693.24888	2768582136.46566	2871421283.59936	7934380.00000	0.03170	161.00000	20593.00586	43301.00000	0.00000	3432.00000	4460.00000
1974	85	TZA	Tanzania	8902328108.24226	3074208913.52286	3170877711.82854	8175320.00000	0.03420	160.00000	23592.98633	43625.00000	0.00000	3330.00000	4460.00000
1975	85	TZA	Tanzania	9433606586.51762	3381073233.96872	3471941904.37606	8268000.00000	0.03680	160.00000	27030.00000	43975.00000	0.00000	3230.00000	4460.00000
1976	85	TZA	Tanzania	10061162019.00550	3692490356.15304	3777906906.33594	8526060.00000	0.03970	160.00000	27873.64258	44320.00000	0.00000	3134.00000	4460.00000
1977	85	TZA	Tanzania	10044107650.90910	3995643024.42286	4075934581.59478	8794320.00000	0.04290	180.00000	30441.87109	44862.00000	0.00000	3150.00000	4460.00000
1978	85	TZA	Tanzania	10159500253.43870	4290870667.04833	4366344730.78994	9072990.00000	0.04620	258.00000	34896.10156	45290.00000	0.00000	3190.00000	4460.00000
1979	85	TZA	Tanzania	10481537949.35630	4587003785.21792	4657949405.13503	9182170.00000	0.04970	258.00000	37808.94531	45351.00000	0.00000	3220.00000	4460.00000
1980	85	TZA	Tanzania	10790079268.11590	4884622497.32041	4951311380.04250	9476310.00000	0.05330	408.00000	39020.09766	45631.00000	0.00000	3377.00000	4444.00000
1981	85	TZA	Tanzania	10813087914.80310	5138974342.61646	5201661892.37521	9781030.00000	0.05670	420.00000	40274.82813	53613.00000	0.00000	3296.00000	4444.00000
1982	85	TZA	Tanzania	10811034931.89430	5394827222.81588	5453753519.58911	10096400.00000	0.06020	431.00000	41573.55078	53613.00000	0.00000	3217.00000	4444.00000
1983	85	TZA	Tanzania	10612066590.32860	5617352934.07974	5672743653.04658	10422400.00000	0.06340	439.00000	42915.78906	53724.00000	0.00000	3217.00000	4444.00000
1984	85	TZA	Tanzania	10893776804.63090	5850523102.00693	5902590377.83576	10758700.00000	0.06650	439.00000	46410.21094	54238.00000	0.00000	3194.00000	4444.00000
1985	85	TZA	Tanzania	11071370273.39490	6141129036.40514	6190072275.68425	11105300.00000	0.06970	439.00000	50082.50000	54267.00000	0.00000	3255.00000	4444.00000
1986	85	TZA	Tanzania	11275799016.16730	6434586431.15536	6480593076.07772	11462000.00000	0.07210	439.00000	53938.65625	54587.00000	0.00000	3344.00000	4444.00000
1987	85	TZA	Tanzania	11650576095.41090	6762101799.61077	6805348045.83778	11828800.00000	0.07470	439.00000	57984.55078	54706.00000	0.00000	3397.00000	4444.00000
1988	85	TZA	Tanzania	12026820018.72910	7109261396.87529	7149912868.32869	12205800.00000	0.07750	439.00000	67012.34375	54929.00000	0.00000	3455.00000	4444.00000
1989	85	TZA	Tanzania	12331042641.20610	7531253846.67756	7569466229.84375	12592800.00000	0.08050	439.00000	69136.92969	55150.00000	0.00000	3528.00000	4444.00000
1990	85	TZA	Tanzania	12806073287.43000	8011610008.80935	8047529648.98557	13244400.00000	0.08360	506.00000	72640.24219	55380.00000	0.00000	3584.00000	4444.00000
1991	85	TZA	Tanzania	13608495147.04080	8479930122.97929	8513694584.74494	13401600.00000	0.08740	506.00000	76103.57031	55600.00000	0.00000	3668.00000	4460.00000
1992	85	TZA	Tanzania	13565271161.29230	9042271923.23410	9074010517.29380	13822800.00000	0.09110	506.00000	81131.51563	55600.00000	0.00000	3740.00000	4460.00000
1993	85	TZA	Tanzania	13846098206.56650	9635911267.52884	9665745545.94497	14251200.00000	0.09475	506.00000	84776.15625	88000.00000	0.00000	3800.00000	4460.00000
1994	85	TZA	Tanzania	13845038536.35060	10299864608.02610	10327908829.73720	14684400.00000	0.09846	506.00000	88152.73438	88000.00000	371.00000	3800.00000	4460.00000
1995	85	TZA	Tanzania	14586727210.53610	10920443489.22630	10946805057.63480	15119500.00000	0.10230	543.00000	90270.00000	88100.00000	3500.00000	3810.00000	4465.00000
1996	85	TZA	Tanzania	15084690950.02090	11555910783.77230	11580690658.07630	15548800.00000	0.10628	591.00000	91822.78906	88200.00000	9040.00000	3825.00000	4460.00000
1997	85	TZA	Tanzania	24183410590.30770	11671733796.97780	11695026878.82360	15971200.00000	0.11046	591.00000	104461.54688	88200.00000	20200.00000	3825.00000	4581.00000
1998	85	TZA	Tanzania	25702681174.12810	11893026209.34800	11914921706.28300	16391896.00000	0.11510	591.00000	121769.00000	88200.00000	37940.00000	3704.39990	4582.00000
1999	85	TZA	Tanzania	26970703536.34930	12086834101.15080	12107415868.26970	16800308.00000	0.11993	596.00000	149611.00000	88200.00000	50950.00000	3704.39990	4581.50000
2000	85	TZA	Tanzania	27576701541.57440	12336731313.06590	12356078174.15760	17198334.00000	0.12497	803.00000	173591.00000	88200.00000	180200.00000	3704.39990	4582.00000
1960	86	THA	Thailand	29138479869.44420	35720700157.96430	36039094525.71200	13459900.00000	0.18270	191.00000	37148.00000	2736.00000	0.00000	2736.00000	3554.00000
1961	86	THA	Thailand	30701400148.68300	39038562629.62880	39337853335.31150	13847200.00000	0.18920	282.00000	39187.00000	2972.00000	0.00000	2972.00000	3549.00000
1962	86	THA	Thailand	33009470899.17970	43731765698.41260	44013098961.75440	13982100.00000	0.19650	313.00000	41337.00000	2972.00000	0.00000	2972.00000	3552.00000
1963	86	THA	Thailand	35852886914.98860	50012954700.00450	50277407967.54580	14411100.00000	0.20530	362.00000	43606.00000	4175.00000	0.00000	4175.00000	3598.00000
1964	86	THA	Thailand	38230179239.52840	56212438682.63560	56461024754.12440	14858600.00000	0.21610	549.00000	46000.00000	4836.00000	0.00000	4836.00000	3598.00000
